ESTRUTURA;REDE;POSTE;NIVEL;ALTURA;DAS;CABO;CODMAT;NOMEMAT;QTD;CODKIT
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230210;POSTE FIBRA,12MX600,GSS004/19;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780742;CINTA,P/POSTE CIRC,230MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780782;PARAFUSO,ROSCA DUP,AZ,16X550,R250,D41028;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;240120;MÃO,FRANCESA,AZ,PERFILADA,1534MM,D43001;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251890;"OLHAL,M16,5000daN,PM-BR/D41005.0;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;1;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230210;POSTE FIBRA,12MX600,GSS004/19;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780742;CINTA,P/POSTE CIRC,230MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780783;PARAFUSO,ROSCA DUP,AZ,16X600,R275,D41028;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;240120;MÃO,FRANCESA,AZ,PERFILADA,1534MM,D43001;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251890;"OLHAL,M16,5000daN,PM-BR/D41005.0;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, BIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230210;POSTE FIBRA,12MX600,GSS004/19;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251835;CINTA,P/POSTE CIRC,210MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780742;CINTA,P/POSTE CIRC,230MM,D435.07;1;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780783;PARAFUSO,ROSCA DUP,AZ,16X600,R275,D41028;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;240120;MÃO,FRANCESA,AZ,PERFILADA,1534MM,D43001;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;251890;"OLHAL,M16,5000daN,PM-BR/D41005.0;FP";3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;252136;ALCA-OLHAL,PREF,AÇO,CAA,4AWG,D730.14.0;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;TRIFASICA;FIBRA CIRCULAR;2;12;600;CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;3;B3-COM-POSTE, FIBRA CIRCULAR, 12 x 600, NÍVEL: 2, REDE, TRIFÁSICA, CABO, CABO,NU,CAA,CL.A,4AWG,SWAN,GSC003
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;230062;POSTE,CONC,CIRC,12/300,GSS002/04;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251833;CINTA,P/POSTE CIRC,170MM,D435.07;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780781;PARAFUSO,ROSCA DUP,AZ,16X500,R225,D41028;3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;240120;MÃO,FRANCESA,AZ,PERFILADA,1534MM,D43001;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251890;"OLHAL,M16,5000daN,PM-BR/D41005.0;FP";3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780755;PARAFUSO,CAB ABAUL,AZ,16X150,D41015;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780758;PARAFUSO,CAB QUAD,AZ,16X125,D41010;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251971;ALCA,OLHAL,PREF,ACO,2AWG,D73014,FPM;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;BIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;300853;ISOLADOR POLIM ANCORAGEM,24kV,GSCC010;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, BIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;230062;POSTE,CONC,CIRC,12/300,GSS002/04;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251833;CINTA,P/POSTE CIRC,170MM,D435.07;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251834;CINTA,P/POSTE CIRC,190MM,D435.07;1;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780781;PARAFUSO,ROSCA DUP,AZ,16X500,R225,D41028;3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;230367;CRUZETA,POLIM,2000MM,RETAN,D315.01;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251838;SELA P/ CRUZETA,AZ,116MM,58MM,D470.08;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780710;ARRUELA,QUADRADA,AZ, 50X3X18MM,D41003;3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251877;"GANCHO-OLHAL,AZ,SUSP,5000DAN,D0039R-3;FP";3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;240120;MÃO,FRANCESA,AZ,PERFILADA,1534MM,D43001;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;251890;"OLHAL,M16,5000daN,PM-BR/D41005.0;FP";3;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
B3-COM-POSTE;TRIFASICA;CONCRETO;1;12;300;CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP;780753;PARAFUSO,CAB ABAUL,AZ,16X 45,D41015;2;B3-COM-POSTE, CONCRETO, 12 x 300, NÍVEL: 1, REDE, TRIFÁSICA, CABO, CABO AL NÚ CA 2 AWG PM-0057 I1 R8,FP
