Material;Texto breve de material;Centro;Depósito;UM básica;Nome 1;Utilização livre;Trânsito e TE;Em ctrl.qualidade;Bloqueado;Estoque em trânsito;Estoque do bloqueio avaliado na EM;Tipo de material;Grupo de mercadorias;Descrição do depósito;Marc.p/elim.nív.dep.;Estq.não disponível;Devoluções;Vasilhame vinc.;Em transfer.(centro)
141439;''CH SECC BY-PASS, 400A-15KV DED191,SUCATA;BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;3;0;0;0;0;0;ZMAT;FESE0800;DEP. PROGEN;;0;0;0;0
141439;''CH SECC BY-PASS, 400A-15KV DED191,SUCATA;BMAT;BMAT;PEÇ;ENGELMIG / ITAPERUNA-RJ;3;0;0;0;0;0;ZMAT;FESE0800;DEP. ENGELMIG;;0;0;0;0
141439;''CH SECC BY-PASS, 400A-15KV DED191,SUCATA;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;1;0;0;0;0;0;ZMAT;FESE0800;DEP. PTF ENEL;;0;0;0;0
141439;''CH SECC BY-PASS, 400A-15KV DED191,SUCATA;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;14;0;0;0;0;0;ZMAT;FESE0800;DEP. INDICA;;0;0;0;0
141441;''CH SEC TRIP 15KV-400A S/CAR,DQN21,SUCATA;BMUD;BMUD;PEÇ;DEP. COMPEL;6;0;0;0;0;0;ZMAT;FESE0800;DEP. COMPEL;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;1;0;0;0;0;0;ZMAT;FESE0400;DEP.REG. MT/BT;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;8;0;0;0;0;0;ZMAT;FESE0400;DEP. PROGEN;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMAT;BMAT;PEÇ;ENGELMIG / ITAPERUNA-RJ;7;0;0;0;0;0;ZMAT;FESE0400;DEP. ENGELMIG;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;3;0;0;0;0;0;ZMAT;FESE0400;DEP. ENGELMIG;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;26;0;0;0;0;0;ZMAT;FESE0400;DEP. PTF ENEL;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;27;0;0;0;0;0;ZMAT;FESE0400;DEP. INDICA;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTC;BMTC;PEÇ;INDICA / PADUA-RJ;9;0;0;0;0;0;ZMAT;FESE0400;DEP. INDICA;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTF;BMTF;PEÇ;ELLCA / ANGRA;4;0;0;0;0;0;ZMAT;FESE0400;ELLCA / ANGRA;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;14;0;0;0;0;0;ZMAT;FESE0400;ENGELMIG / RESEN;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;2;0;0;0;0;0;ZMAT;FESE0400;DEP PTF ENEL/AN;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMTS;BMTS;PEÇ;PTF ENEL / MACAÉ;13;0;0;0;0;0;ZMAT;FESE0400;DEP PTF ENEL/MAC;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMUA;BMUA;PEÇ;ELGEMIG / MARICÁ;81;0;0;0;0;0;ZMAT;FESE0400;ELGEMIG / MARICÁ;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;5;0;0;0;0;0;ZMAT;FESE0400;DEP. PTF ENEL;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMUD;BMUD;PEÇ;DEP. COMPEL;188;0;0;0;0;0;ZMAT;FESE0400;DEP. COMPEL;;0;0;0;0
141442;''SECCIONADORA UNIP,400A,15KV,PM219,SUCATA;BMUH;BMUH;PEÇ;ENGELMIG - SOC SOT / CABO FRIO;178;0;0;0;0;0;ZMAT;FESE0400;DEP.CABO FRIO;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BM75;BM75;PEÇ;HV SETE PONTES/ SÃO GONÇALO-RJ;115;0;0;0;0;0;ZMAT;FESE0400;DEP. AT 1 AMPLA;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BMTS;BMTS;PEÇ;PTF ENEL / MACAÉ;3;0;0;0;0;0;ZMAT;FESE0400;DEP PTF ENEL/MAC;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;0,5;0;0;0;0;0;ZMAT;FESE0400;DEP. PTF ENEL;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BMUD;BMUD;PEÇ;DEP. COMPEL;40;0;0;0;0;0;ZMAT;FESE0400;DEP. COMPEL;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BMUE;BMUE;PEÇ;PTF ENEL / MARICA / EMERG E MA;1;0;0;0;0;0;ZMAT;FESE0400;DEP.MARICA-RJ;;0;0;0;0
141443;''SECCIONADORA UNIP,630A,15KV,PM219,SUCATA;BMUF;BMUF;PEÇ;PTF ENEL / NITEROI / EMER, MAN;5;0;0;0;0;0;ZMAT;FESE0400;DEP.NITEROI-RJ;;0;0;0;0
141446;''BLINDADA 13,8KV,2500A,11CUBIC,sucata;BM76;BM76;UN;HV MAGÉ / MAGÉ-RJ;1;0;0;0;0;0;ZMAT;FEIN1500;DEP. AT 2 AMPLA;;0;0;0;0
141449;"''DISJUNTOR,15KV; C2;1250A; 16KA;SUCATA";BM75;BM75;UN;HV SETE PONTES/ SÃO GONÇALO-RJ;1;0;0;0;0;0;ZMAT;FEIN1500;DEP. AT 1 AMPLA;;0;0;0;0
141463;"''SEC,TRIP;15KV;1250A;M-AL-HA;E-SE;SUCATA";BM75;BM75;UN;HV SETE PONTES/ SÃO GONÇALO-RJ;3;0;0;0;0;0;ZMAT;FESE0200;DEP. AT 1 AMPLA;;0;0;0;0
141467;''SEC,UNIPOLAR,34.5KV,630A,1750MM,D198.03;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;3;0;0;0;0;0;ZMBT;FESE0701;DEP.REG. MT/BT;;0;0;0;0
141467;''SEC,UNIPOLAR,34.5KV,630A,1750MM,D198.03;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;1;0;0;0;0;0;ZMBT;FESE0701;DEP. PTF ENEL;;0;0;0;0
141668;''PAINEL DUAS POSIÇÕES - SIST DE MED E FAT;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;7;0;0;0;0;0;ZMBT;FEQE2200;DEP.REG. MT/BT;;0;0;0;0
141769;''RELIG,RD,3F,15kV,630A,12.5kA, SUCATA;BM75;BM75;PI;HV SETE PONTES/ SÃO GONÇALO-RJ;3;0;0;0;0;0;ZMAT;FESE0200;DEP. AT 1 AMPLA;;0;0;0;0
141770;''RELIG,RD,3F,38kV,630A,12.5kA,MAT-20-0899;BM75;BM75;PI;HV SETE PONTES/ SÃO GONÇALO-RJ;1;0;0;0;0;0;ZAT;FESE0200;DEP. AT 1 AMPLA;;0;0;0;0
141771;''DISJ,17,5KV,25KA,2000A,VÁC,ESE003;BM75;BM75;PI;HV SETE PONTES/ SÃO GONÇALO-RJ;21;0;0;0;0;0;ZAT;FEIN1500;DEP. AT 1 AMPLA;;0;0;0;0
141868;"''CHAVE MONOFÁSICA 200A COM INTERRUPÇÃO A;";BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;288;0;0;0;0;0;ZMBT;FEIN1700;DEP.REG. MT/BT;;0;0;0;0
141868;"''CHAVE MONOFÁSICA 200A COM INTERRUPÇÃO A;";BMUD;BMUD;PEÇ;DEP. COMPEL;3;0;0;0;0;0;ZMBT;FEIN1700;DEP. COMPEL;;0;0;0;0
141880;''SECCION 3F B CARGA 24KV 630A 16KA SUCATA;BMTS;BMTS;CDA;PTF ENEL / MACAÉ;6;0;0;0;0;0;ZMAT;FESE0200;DEP PTF ENEL/MAC;;0;0;0;0
141880;''SECCION 3F B CARGA 24KV 630A 16KA SUCATA;BMUK;BMUK;CDA;PSE - SOT / NITERÓI;48;0;0;0;0;0;ZMAT;FESE0200;DEP.SOT/NITERÓI;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BM01;;CDA;PTF CENTRAL MRO / ITABORAÍ-RJ;0;3;0;0;3;0;ZMBT;FESE0200;;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BM01;BM11;CDA;PTF CENTRAL MRO / ITABORAÍ-RJ;943;0;0;0;0;0;ZMBT;FESE0200;DEP.REG. MT/BT;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMAS;BMAS;CDA;PROGEN / MACAÉ-RJ;13;0;0;0;0;0;ZMBT;FESE0200;DEP. PROGEN;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMAT;BMAT;CDA;ENGELMIG / ITAPERUNA-RJ;3;0;0;0;0;0;ZMBT;FESE0200;DEP. ENGELMIG;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMAU;BMAU;CDA;ENGELMIG / CAMPOS-RJ;6;0;0;0;0;0;ZMBT;FESE0200;DEP. ENGELMIG;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMBY;BMBY;CDA;PTF ENEL / ITAPERUNA-RJ;6;0;0;0;0;0;ZMBT;FESE0200;DEP. PTF ENEL;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTB;BMTB;CDA;INDICA / CANTAGALO-RJ;18;0;0;0;0;0;ZMBT;FESE0200;DEP. INDICA;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTC;BMTC;CDA;INDICA / PADUA-RJ;1;0;0;0;0;0;ZMBT;FESE0200;DEP. INDICA;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTF;BMTF;CDA;ELLCA / ANGRA;14;0;0;0;0;0;ZMBT;FESE0200;ELLCA / ANGRA;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTG;BMTG;CDA;ENGELMIG / RESENDE;6;0;0;0;0;0;ZMBT;FESE0200;ENGELMIG / RESEN;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTK;BMTK;CDA;PROGEN / TERESOPOLIS;38;0;0;0;0;0;ZMBT;FESE0200;PROGEN / TERESOP;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTM;BMTM;CDA;PTF ENEL / ANGRA;30;0;0;0;0;0;ZMBT;FESE0200;DEP PTF ENEL/AN;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTO;BMTO;CDA;PROGEN / PETROPOLIS;42;0;0;0;0;0;ZMBT;FESE0200;PROGEN / PETROPO;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMTS;BMTS;CDA;PTF ENEL / MACAÉ;7;0;0;0;0;0;ZMBT;FESE0200;DEP PTF ENEL/MAC;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUA;BMUA;CDA;ELGEMIG / MARICÁ;27;0;0;0;0;0;ZMBT;FESE0200;ELGEMIG / MARICÁ;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUB;BMUB;CDA;PTF ENEL / CAMPOS / MANUT;5;0;0;0;0;0;ZMBT;FESE0200;DEP. PTF ENEL;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUD;BMUD;CDA;DEP. COMPEL;7;0;0;0;0;0;ZMBT;FESE0200;DEP. COMPEL;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUF;BMUF;CDA;PTF ENEL / NITEROI / EMER, MAN;18;0;0;0;0;0;ZMBT;FESE0200;DEP.NITEROI-RJ;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUG;BMUG;CDA;PTF ENEL / ITABORAI / EMER, MA;9;0;0;0;0;0;ZMBT;FESE0200;DEP.ITABORAI-RJ;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUH;BMUH;CDA;ENGELMIG - SOC SOT / CABO FRIO;84;0;0;0;0;0;ZMBT;FESE0200;DEP.CABO FRIO;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUK;BMUK;CDA;PSE - SOT / NITERÓI;62;0;0;0;0;0;ZMBT;FESE0200;DEP.SOT/NITERÓI;;0;0;0;0
141980;''RELIGADOR,1F,27KV, 100A,OP.3F,NTE044/01;BMUM;BMUM;CDA;ELLCA - SOT / MAGÉ;48;0;0;0;0;0;ZMBT;FESE0200;DEP.MAGÉ;;0;0;0;0
142039;''RELIG.,1F,15KV,200A,BASE TIP.C,COM.NBIOT;BM01;BM11;CDA;PTF CENTRAL MRO / ITABORAÍ-RJ;26;0;0;0;0;0;ZMBT;FESE0200;DEP.REG. MT/BT;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMAS;BMAS;CDA;PROGEN / MACAÉ-RJ;3;0;0;0;0;0;ZMBT;FEQE0606;DEP. PROGEN;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMAT;BMAT;CDA;ENGELMIG / ITAPERUNA-RJ;1;0;0;0;0;0;ZMBT;FEQE0606;DEP. ENGELMIG;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMAU;BMAU;CDA;ENGELMIG / CAMPOS-RJ;4;0;0;0;0;0;ZMBT;FEQE0606;DEP. ENGELMIG;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMTB;BMTB;CDA;INDICA / CANTAGALO-RJ;2;0;0;0;0;0;ZMBT;FEQE0606;DEP. INDICA;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMTG;BMTG;CDA;ENGELMIG / RESENDE;3;0;0;0;0;0;ZMBT;FEQE0606;ENGELMIG / RESEN;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMUB;BMUB;CDA;PTF ENEL / CAMPOS / MANUT;1;0;0;0;0;0;ZMBT;FEQE0606;DEP. PTF ENEL;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMUK;BMUK;CDA;PSE - SOT / NITERÓI;15;0;0;0;0;0;ZMBT;FEQE0606;DEP.SOT/NITERÓI;;0;0;0;0
142047;''RELIG,3F,15kV,12,5kA,Lítio,PM-Br 199.83;BMUM;;CDA;ELLCA - SOT / MAGÉ;0;4;0;0;4;0;ZMBT;FEQE0606;;;0;0;0;0
150134;''DJ TRIP 145kV SF6 2000A 20KA/22KA-SUCATA;BM76;BM76;PI;HV MAGÉ / MAGÉ-RJ;2;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 2 AMPLA;;0;0;0;0
150136;''DISJUNTOR, 145 KV, 1200 A, 24 KA, SUCATA;BM75;BM75;PI;HV SETE PONTES/ SÃO GONÇALO-RJ;2;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 1 AMPLA;;0;0;0;0
150138;''DISJ,145KV,2000A,SF6,40KA,EXT,GSH001/4;BM75;BM75;PI;HV SETE PONTES/ SÃO GONÇALO-RJ;1;0;0;0;0;0;ZAT;FEIN0201;DEP. AT 1 AMPLA;;0;0;0;0
150692;''CH145KV-1250A MAN S/LT MONT HOR <6,0M;BM75;BM75;PEÇ;HV SETE PONTES/ SÃO GONÇALO-RJ;1;0;0;0;0;0;ZAT;FESE0301;DEP. AT 1 AMPLA;;0;0;0;0
150693;''CH,145KV,1250A,MAN,C/LT,HOR,<10M,GSH003;BM75;BM75;PEÇ;HV SETE PONTES/ SÃO GONÇALO-RJ;2;0;0;0;0;0;ZAT;FESE0301;DEP. AT 1 AMPLA;;0;0;0;0
150711;''CH17,5KV-A3-2000A-MAN-TRIP-VERTICAL-25KA;BM75;BM75;PEÇ;HV SETE PONTES/ SÃO GONÇALO-RJ;3;0;0;0;0;0;ZMBT;FESE0701;DEP. AT 1 AMPLA;;0;0;0;0
150711;''CH17,5KV-A3-2000A-MAN-TRIP-VERTICAL-25KA;BM76;BM76;PEÇ;HV MAGÉ / MAGÉ-RJ;2;0;0;0;0;0;ZMBT;FESE0701;DEP. AT 2 AMPLA;;0;0;0;0
150719;''CH,MONO,COMAN,BANC,CAP,15KV,200A,ETA-130;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;12;0;0;0;0;0;ZMBT;FESE0300;DEP.REG. MT/BT;;0;0;0;0
150751;''CHAVE FACA UNIP,400A,FP-SUBST P/6783749;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;92;0;0;0;0;0;ZMBT;FERP0200;DEP. PTF ENEL;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BM01;;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;0;26;0;0;26;0;ZMBT;FESE0701;;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;186;0;0;0;0;0;ZMBT;FESE0701;DEP.REG. MT/BT;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;8;0;0;0;0;0;ZMBT;FESE0701;DEP. PROGEN;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;27;0;0;0;0;0;ZMBT;FESE0701;DEP. ENGELMIG;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;10;0;0;0;0;0;ZMBT;FESE0701;DEP. PTF ENEL;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMBY;BMBY;PEÇ;PTF ENEL / ITAPERUNA-RJ;1;0;0;0;0;0;ZMBT;FESE0701;DEP. PTF ENEL;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMTB;;PEÇ;INDICA / CANTAGALO-RJ;0;3;0;0;3;0;ZMBT;FESE0701;;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;3;0;0;0;0;0;ZMBT;FESE0701;DEP. INDICA;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMTC;BMTC;PEÇ;INDICA / PADUA-RJ;4;0;0;0;0;0;ZMBT;FESE0701;DEP. INDICA;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;9;0;0;0;0;0;ZMBT;FESE0701;ENGELMIG / RESEN;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;26;0;0;0;0;0;ZMBT;FESE0701;DEP PTF ENEL/AN;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;37;0;0;0;0;0;ZMBT;FESE0701;DEP. PTF ENEL;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMUK;BMUK;PEÇ;PSE - SOT / NITERÓI;58;0;0;0;0;0;ZMBT;FESE0701;DEP.SOT/NITERÓI;;0;0;0;0
150763;''SEC,UNIPOLAR,17,5KV,400A,438MM,D198.03;BMUM;BMUM;PEÇ;ELLCA - SOT / MAGÉ;3;0;0;0;0;0;ZMBT;FESE0701;DEP.MAGÉ;;0;0;0;0
150765;''CH17,5KV,A9,2000A,MON,TAN,VT,25KA,ESE006;BM75;BM75;PEÇ;HV SETE PONTES/ SÃO GONÇALO-RJ;13;0;0;0;0;0;ZMBT;FESE0701;DEP. AT 1 AMPLA;;0;0;0;0
150771;''CHAVE,SECC,145KV,2000A,3F,MAN,SECO,<10M;BM01;BM11;UN;PTF CENTRAL MRO / ITABORAÍ-RJ;1;0;0;0;0;0;ZAT;FESE0301;DEP.REG. MT/BT;;0;0;0;0
150777;"''CH,FACA UP MONT;FP-SUBT P/6783749,SUCATA";BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;3;0;0;0;0;0;ZMAT;FERP0200;DEP. PROGEN;;0;0;0;0
150777;"''CH,FACA UP MONT;FP-SUBT P/6783749,SUCATA";BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;28;0;0;0;0;0;ZMAT;FERP0200;DEP. INDICA;;0;0;0;0
150793;''DISJUNTOR 72,5kV 2000 31,5kA,SUCATA;BM75;BM75;UN;HV SETE PONTES/ SÃO GONÇALO-RJ;4;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 1 AMPLA;;0;0;0;0
150794;''DISJ 72,5KV 1250A PVO EXT 25KA,SUCATA;BM76;BM76;UN;HV MAGÉ / MAGÉ-RJ;5;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 2 AMPLA;;0;0;0;0
150794;''DISJ 72,5KV 1250A PVO EXT 25KA,SUCATA;BMAS;BMAS;UN;PROGEN / MACAÉ-RJ;128;0;0;0;0;0;ZMAT;FEIN0201;DEP. PROGEN;;0;0;0;0
150967;''Disjuntor 145kV - 2000 - 40kA,sucata;BM75;BM75;UN;HV SETE PONTES/ SÃO GONÇALO-RJ;3;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 1 AMPLA;;0;0;0;0
150968;''DISJUNTOR 72,5kV 1250A 20kA,SUCATA;BM75;BM75;UN;HV SETE PONTES/ SÃO GONÇALO-RJ;9;0;0;0;0;0;ZMAT;FEIN0201;DEP. AT 1 AMPLA;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BM01;;PI;PTF CENTRAL MRO / ITABORAÍ-RJ;0;10;0;0;10;0;ZMBT;FZDS0200;;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BM01;BM11;PI;PTF CENTRAL MRO / ITABORAÍ-RJ;8;0;0;70;0;0;ZMBT;FZDS0200;DEP.REG. MT/BT;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMBV;;PI;PTF ENEL / PADUA-RJ;0;1;0;0;1;0;ZMBT;FZDS0200;;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTJ;;PI;PTF ENEL / RESENDE;0;3;0;0;3;0;ZMBT;FZDS0200;;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTK;BMTK;PI;PROGEN / TERESOPOLIS;7;0;0;0;0;0;ZMBT;FZDS0200;PROGEN / TERESOP;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTM;BMTM;PI;PTF ENEL / ANGRA;3;0;0;0;0;0;ZMBT;FZDS0200;DEP PTF ENEL/AN;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTN;BMTN;PI;PTF ENEL / SÃO GONÇALO;2;0;0;0;0;0;ZMBT;FZDS0200;DEP. PTF ENEL;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTS;BMTS;PI;PTF ENEL / MACAÉ;9;0;0;0;0;0;ZMBT;FZDS0200;DEP PTF ENEL/MAC;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMTW;BMTW;PI;PSE / NITEROI;3;0;0;0;0;0;ZMBT;FZDS0200;DEP.PSE / NITERO;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMUB;BMUB;PI;PTF ENEL / CAMPOS / MANUT;23;0;0;0;0;0;ZMBT;FZDS0200;DEP. PTF ENEL;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMUH;;PI;ENGELMIG - SOC SOT / CABO FRIO;0;17;0;0;17;0;ZMBT;FZDS0200;;;0;0;0;0
160232;''KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ;BMUK;BMUK;PI;PSE - SOT / NITERÓI;1;0;0;0;0;0;ZMBT;FZDS0200;DEP.SOT/NITERÓI;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BM01;BM11;CDA;PTF CENTRAL MRO / ITABORAÍ-RJ;7;0;0;24;0;0;ZMBT;FZDS0200;DEP.REG. MT/BT;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BMTJ;;CDA;PTF ENEL / RESENDE;0;3;0;0;3;0;ZMBT;FZDS0200;;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BMTM;BMTM;CDA;PTF ENEL / ANGRA;2;0;0;0;0;0;ZMBT;FZDS0200;DEP PTF ENEL/AN;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BMTN;BMTN;CDA;PTF ENEL / SÃO GONÇALO;1;0;0;0;0;0;ZMBT;FZDS0200;DEP. PTF ENEL;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BMTS;BMTS;CDA;PTF ENEL / MACAÉ;5;0;0;0;0;0;ZMBT;FZDS0200;DEP PTF ENEL/MAC;;0;0;0;0
160271;''BY-PASS ISOLADO  TEMPORÁRIO PARA TRANSFO;BMUF;BMUF;CDA;PTF ENEL / NITEROI / EMER, MAN;3;0;0;0;0;0;ZMBT;FZDS0200;DEP.NITEROI-RJ;;0;0;0;0
160272;''Cobertura flexível p/ condutor de 15kV d;BM01;;PI;PTF CENTRAL MRO / ITABORAÍ-RJ;0;115;0;0;115;0;ZAT;FELC1500;;;0;0;0;0
160272;''Cobertura flexível p/ condutor de 15kV d;BM01;BM11;PI;PTF CENTRAL MRO / ITABORAÍ-RJ;131;0;407;101;0;0;ZAT;FELC1500;DEP.REG. MT/BT;;0;0;0;0
