Material;Texto breve de material;Centro;Depósito;UM básica;Nome 1;Utilização livre;Trânsito e TE;Em ctrl.qualidade;Bloqueado;Estoque em trânsito;Estoque do bloqueio avaliado na EM;Tipo de material;Grupo de mercadorias;Descrição do depósito;Marc.p/elim.nív.dep.;Estq.não disponível;Devoluções;Vasilhame vinc.;Em transfer.(centro)
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTN;BMTN;PEÇ;PTF ENEL / SÃO GONÇALO;81;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTO;BMTO;PEÇ;PROGEN / PETROPOLIS;525;0;0;0;0;0;ZMBT;FELC1700;PROGEN / PETROPO;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTP;BMTP;PEÇ;CENEGED / NITEROI;4.005;0;0;0;0;0;ZMBT;FELC1700;CENEGED / NITERO;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTS;BMTS;PEÇ;PTF ENEL / MACAÉ;459;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/MAC;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTT;BMTT;PEÇ;ELLCA / NITEROI-RJ;1.266;0;0;0;0;0;ZMBT;FELC1700;ELLCA;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMTX;BMTX;PEÇ;PTF ENEL / CAMPOS;330;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/CAM;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUA;BMUA;PEÇ;ELGEMIG / MARICÁ;1.736;0;0;15;0;0;ZMBT;FELC1700;ELGEMIG / MARICÁ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;798;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUD;BMUD;PEÇ;DEP. COMPEL;453;0;0;0;0;0;ZMBT;FELC1700;DEP. COMPEL;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUE;BMUE;PEÇ;PTF ENEL / MARICA / EMERG E MA;368;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA-RJ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUF;BMUF;PEÇ;PTF ENEL / NITEROI / EMER, MAN;3.004;0;0;0;0;0;ZMBT;FELC1700;DEP.NITEROI-RJ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUG;BMUG;PEÇ;PTF ENEL / ITABORAI / EMER, MA;536;0;0;0;0;0;ZMBT;FELC1700;DEP.ITABORAI-RJ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUH;BMUH;PEÇ;ENGELMIG - SOC SOT / CABO FRIO;4.558;0;0;0;0;0;ZMBT;FELC1700;DEP.CABO FRIO;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUI;BMUI;PEÇ;ENGELMIG - SOC SOT / ARARUAMA;3.180;0;0;0;0;0;ZMBT;FELC1700;DEP.ARARUAMA;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUJ;BMUJ;PEÇ;ELLCA - SOC / NITERÓI;1.250;0;0;0;0;0;ZMBT;FELC1700;DEP.SOC/NITERÓI;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUK;BMUK;PEÇ;PSE - SOT / NITERÓI;3.215;0;0;0;0;0;ZMBT;FELC1700;DEP.SOT/NITERÓI;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUL;BMUL;PEÇ;PSE - SOC / MAGÉ;292;0;0;0;0;0;ZMBT;FELC1700;DEP.SOC/MAGÉ-RJ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUM;BMUM;PEÇ;ELLCA - SOT / MAGÉ;2.229;0;0;0;0;0;ZMBT;FELC1700;DEP.MAGÉ;;0;0;0;0
275010;''ABRAÇ,PLÁST,2X8.9X770MM,PM-BR761.01;BMUN;BMUN;PEÇ;CENEGED - SOC MARICA;4.500;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;26.568;0;0;13;0;0;ZMBT;FELC1700;DEP.REG. MT/BT;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;575;0;0;0;0;0;ZMBT;FELC1700;DEP. PROGEN;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;2;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;48;0;0;0;0;0;ZMBT;FELC1700;ENGELMIG / RESEN;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;721;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/AN;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMTN;BMTN;PEÇ;PTF ENEL / SÃO GONÇALO;300;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMTO;BMTO;PEÇ;PROGEN / PETROPOLIS;650;0;0;0;0;0;ZMBT;FELC1700;PROGEN / PETROPO;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMTP;BMTP;PEÇ;CENEGED / NITEROI;175;0;0;0;0;0;ZMBT;FELC1700;CENEGED / NITERO;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;374;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMUE;BMUE;PEÇ;PTF ENEL / MARICA / EMERG E MA;200;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA-RJ;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMUF;BMUF;PEÇ;PTF ENEL / NITEROI / EMER, MAN;78;0;0;0;0;0;ZMBT;FELC1700;DEP.NITEROI-RJ;;0;0;0;0
275011;''ABRAÇ,PLÁST,2X8.9X1095MM,PM-BR761.01;BMUN;BMUN;PEÇ;CENEGED - SOC MARICA;500;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA;;0;0;0;0
275013;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.1;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;4.456;0;0;0;0;0;ZMBT;FELC1700;DEP.REG. MT/BT;;0;0;0;0
275013;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.1;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;185;0;0;0;0;0;ZMBT;FELC1700;DEP. ENGELMIG;;0;0;0;0
275013;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.1;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;28;0;0;0;0;0;ZMBT;FELC1700;ENGELMIG / RESEN;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BM01;;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;0;100;0;0;100;0;ZMBT;FELC1700;;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;10;0;0;0;0;0;ZMBT;FELC1700;DEP.REG. MT/BT;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BM01;BM14;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;95;0;0;0;0;0;ZMBT;FELC1700;DEP.STANDBY MTBT;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;14;0;0;0;0;0;ZMBT;FELC1700;ENGELMIG / RESEN;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BMUD;BMUD;PEÇ;DEP. COMPEL;225;0;0;0;0;0;ZMBT;FELC1700;DEP. COMPEL;;0;0;0;0
275014;''CAPA ISOL.CONEC.CUNHA DERIV.DED-1788 I.2;BMUG;BMUG;PEÇ;PTF ENEL / ITABORAI / EMER, MA;110;0;0;0;0;0;ZMBT;FELC1700;DEP.ITABORAI-RJ;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;3.285;0;0;0;0;0;ZMBT;FEEM1400;DEP.REG. MT/BT;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;106;0;0;0;0;0;ZMBT;FEEM1400;DEP. ENGELMIG;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMBP;BMBP;PEÇ;ELETROMECANICA / SANTA LUZIA-R;20;0;0;0;0;0;ZMBT;FEEM1400;DEP. ELETROMECAN;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;119;0;0;0;0;0;ZMBT;FEEM1400;DEP. PTF ENEL;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMBY;BMBY;PEÇ;PTF ENEL / ITAPERUNA-RJ;680;0;0;0;0;0;ZMBT;FEEM1400;DEP. PTF ENEL;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMTK;BMTK;PEÇ;PROGEN / TERESOPOLIS;40;0;0;0;0;0;ZMBT;FEEM1400;PROGEN / TERESOP;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;27;0;0;0;0;0;ZMBT;FEEM1400;DEP PTF ENEL/AN;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMTO;BMTO;PEÇ;PROGEN / PETROPOLIS;176;0;0;0;0;0;ZMBT;FEEM1400;PROGEN / PETROPO;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;20;0;0;0;0;0;ZMBT;FEEM1400;DEP. PTF ENEL;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMUD;BMUD;PEÇ;DEP. COMPEL;90;0;0;0;0;0;ZMBT;FEEM1400;DEP. COMPEL;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMUG;BMUG;PEÇ;PTF ENEL / ITABORAI / EMER, MA;40;0;0;0;0;0;ZMBT;FEEM1400;DEP.ITABORAI-RJ;;0;0;0;0
275019;''LAÇO,PREF,MENS,CORD,ACO,7.9MM,D730.04;BMUK;BMUK;PEÇ;PSE - SOT / NITERÓI;39;0;0;0;0;0;ZMBT;FEEM1400;DEP.SOT/NITERÓI;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;9.372;0;0;0;0;0;ZMBT;FEEM1400;DEP.REG. MT/BT;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BM76;BM76;PEÇ;HV MAGÉ / MAGÉ-RJ;50;0;0;0;0;0;ZMBT;FEEM1400;DEP. AT 2 AMPLA;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BMAS;BMAS;PEÇ;PROGEN / MACAÉ-RJ;2;0;0;0;0;0;ZMBT;FEEM1400;DEP. PROGEN;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BMBY;BMBY;PEÇ;PTF ENEL / ITAPERUNA-RJ;20;0;0;0;0;0;ZMBT;FEEM1400;DEP. PTF ENEL;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;58;0;0;0;0;0;ZMBT;FEEM1400;DEP. INDICA;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BMTF;BMTF;PEÇ;ELLCA / ANGRA;20;0;0;0;0;0;ZMBT;FEEM1400;ELLCA / ANGRA;;0;0;0;0
275020;''ESTRIBO,BRACO,L,AZ,SPACER,D456.02;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;590;0;0;0;0;0;ZMBT;FEEM1400;ENGELMIG / RESEN;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;146.300;0;0;0;0;0;ZMBT;FELC1700;DEP.REG. MT/BT;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMAN;BMAN;PEÇ;3C / PETRÓPOLIS-RJ;670;0;0;0;0;0;ZMBT;FELC1700;DEP. 3C;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMAT;BMAT;PEÇ;ENGELMIG / ITAPERUNA-RJ;700;0;0;0;0;0;ZMBT;FELC1700;DEP. ENGELMIG;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;1.163;0;0;0;0;0;ZMBT;FELC1700;DEP. ENGELMIG;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMBF;BMBF;PEÇ;3C_NORMALIZAÇÃO / MAGÉ-RJ;300;0;0;0;0;0;ZMBT;FELC1700;DEP. 3C;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMBG;BMBG;PEÇ;3C / SÃO GONÇALO-RJ;1.838;0;0;0;0;0;ZMBT;FELC1700;DEP. 3C;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;1.005;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMBY;BMBY;PEÇ;PTF ENEL / ITAPERUNA-RJ;1.059;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTB;;PEÇ;INDICA / CANTAGALO-RJ;0;1.000;0;0;1.000;0;ZMBT;FELC1700;;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;1.126;0;100;0;0;0;ZMBT;FELC1700;DEP. INDICA;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTC;;PEÇ;INDICA / PADUA-RJ;0;1.000;0;0;1.000;0;ZMBT;FELC1700;;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTC;BMTC;PEÇ;INDICA / PADUA-RJ;128;0;0;0;0;0;ZMBT;FELC1700;DEP. INDICA;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTF;BMTF;PEÇ;ELLCA / ANGRA;9.977;0;0;0;0;0;ZMBT;FELC1700;ELLCA / ANGRA;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTH;BMTH;PEÇ;ELLCA / SÃO PEDRO;2.500;0;0;0;0;0;ZMBT;FELC1700;ELLCA / SÃO PEDR;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTJ;BMTJ;PEÇ;PTF ENEL / RESENDE;195;0;0;0;0;0;ZMBT;FELC1700;PTF ENEL/RESENDE;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTK;BMTK;PEÇ;PROGEN / TERESOPOLIS;446;0;0;0;0;0;ZMBT;FELC1700;PROGEN / TERESOP;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;1.463;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/AN;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTN;BMTN;PEÇ;PTF ENEL / SÃO GONÇALO;4.254;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTO;BMTO;PEÇ;PROGEN / PETROPOLIS;1.010;0;0;0;0;0;ZMBT;FELC1700;PROGEN / PETROPO;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTP;BMTP;PEÇ;CENEGED / NITEROI;2.192;0;0;0;0;0;ZMBT;FELC1700;CENEGED / NITERO;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTS;BMTS;PEÇ;PTF ENEL / MACAÉ;43;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/MAC;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTT;BMTT;PEÇ;ELLCA / NITEROI-RJ;1.275;0;0;0;0;0;ZMBT;FELC1700;ELLCA;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMTX;BMTX;PEÇ;PTF ENEL / CAMPOS;702;0;0;0;0;0;ZMBT;FELC1700;DEP PTF ENEL/CAM;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUA;BMUA;PEÇ;ELGEMIG / MARICÁ;200;0;0;0;0;0;ZMBT;FELC1700;ELGEMIG / MARICÁ;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;230;0;0;0;0;0;ZMBT;FELC1700;DEP. PTF ENEL;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUD;BMUD;PEÇ;DEP. COMPEL;41;0;0;0;0;0;ZMBT;FELC1700;DEP. COMPEL;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUE;BMUE;PEÇ;PTF ENEL / MARICA / EMERG E MA;500;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA-RJ;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUF;BMUF;PEÇ;PTF ENEL / NITEROI / EMER, MAN;400;0;0;0;0;0;ZMBT;FELC1700;DEP.NITEROI-RJ;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUH;BMUH;PEÇ;ENGELMIG - SOC SOT / CABO FRIO;4.010;0;0;0;0;0;ZMBT;FELC1700;DEP.CABO FRIO;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUI;BMUI;PEÇ;ENGELMIG - SOC SOT / ARARUAMA;2.244;0;0;0;0;0;ZMBT;FELC1700;DEP.ARARUAMA;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUJ;BMUJ;PEÇ;ELLCA - SOC / NITERÓI;1.800;0;0;0;0;0;ZMBT;FELC1700;DEP.SOC/NITERÓI;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUK;BMUK;PEÇ;PSE - SOT / NITERÓI;2.528;0;0;0;0;0;ZMBT;FELC1700;DEP.SOT/NITERÓI;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUL;BMUL;PEÇ;PSE - SOC / MAGÉ;1.022;0;0;0;0;0;ZMBT;FELC1700;DEP.SOC/MAGÉ-RJ;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUN;;PEÇ;CENEGED - SOC MARICA;0;1.000;0;0;1.000;0;ZMBT;FELC1700;;;0;0;0;0
275026;''ABRAÇ,PLÁST,1.3X4.6X200MM,PM-BR761.01;BMUN;BMUN;PEÇ;CENEGED - SOC MARICA;400;0;0;0;0;0;ZMBT;FELC1700;DEP.MARICA;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;5.700;0;0;0;0;0;ZMBT;FELC0800;DEP.REG. MT/BT;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMAT;;PEÇ;ENGELMIG / ITAPERUNA-RJ;0;200;0;0;200;0;ZMBT;FELC0800;;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMAU;BMAU;PEÇ;ENGELMIG / CAMPOS-RJ;509;0;0;0;0;0;ZMBT;FELC0800;DEP. ENGELMIG;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;493;0;0;0;0;0;ZMBT;FELC0800;DEP. PTF ENEL;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMBY;BMBY;PEÇ;PTF ENEL / ITAPERUNA-RJ;182;0;0;0;0;0;ZMBT;FELC0800;DEP. PTF ENEL;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTB;BMTB;PEÇ;INDICA / CANTAGALO-RJ;289;0;0;0;0;0;ZMBT;FELC0800;DEP. INDICA;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTC;BMTC;PEÇ;INDICA / PADUA-RJ;179;0;0;36;0;0;ZMBT;FELC0800;DEP. INDICA;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTF;BMTF;PEÇ;ELLCA / ANGRA;211;0;0;0;0;0;ZMBT;FELC0800;ELLCA / ANGRA;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTG;BMTG;PEÇ;ENGELMIG / RESENDE;300;0;0;0;0;0;ZMBT;FELC0800;ENGELMIG / RESEN;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTK;BMTK;PEÇ;PROGEN / TERESOPOLIS;107;0;0;0;0;0;ZMBT;FELC0800;PROGEN / TERESOP;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;372;0;0;0;0;0;ZMBT;FELC0800;DEP PTF ENEL/AN;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTO;BMTO;PEÇ;PROGEN / PETROPOLIS;100;0;0;0;0;0;ZMBT;FELC0800;PROGEN / PETROPO;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTP;BMTP;PEÇ;CENEGED / NITEROI;200;0;0;0;0;0;ZMBT;FELC0800;CENEGED / NITERO;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMTS;BMTS;PEÇ;PTF ENEL / MACAÉ;152;0;0;0;0;0;ZMBT;FELC0800;DEP PTF ENEL/MAC;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUB;;PEÇ;PTF ENEL / CAMPOS / MANUT;0;100;0;0;100;0;ZMBT;FELC0800;;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUB;BMUB;PEÇ;PTF ENEL / CAMPOS / MANUT;1.205;0;0;0;0;0;ZMBT;FELC0800;DEP. PTF ENEL;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUD;BMUD;PEÇ;DEP. COMPEL;82;0;0;0;0;0;ZMBT;FELC0800;DEP. COMPEL;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUH;BMUH;PEÇ;ENGELMIG - SOC SOT / CABO FRIO;300;0;0;0;0;0;ZMBT;FELC0800;DEP.CABO FRIO;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUJ;BMUJ;PEÇ;ELLCA - SOC / NITERÓI;8;0;0;0;0;0;ZMBT;FELC0800;DEP.SOC/NITERÓI;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUK;BMUK;PEÇ;PSE - SOT / NITERÓI;100;0;0;0;0;0;ZMBT;FELC0800;DEP.SOT/NITERÓI;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUL;BMUL;PEÇ;PSE - SOC / MAGÉ;100;0;0;0;0;0;ZMBT;FELC0800;DEP.SOC/MAGÉ-RJ;;0;0;0;0
275028;''CONECTOR,CUN,BIM,MOD.L,D71039;BMUM;BMUM;PEÇ;ELLCA - SOT / MAGÉ;163;0;0;0;0;0;ZMBT;FELC0800;DEP.MAGÉ;;0;0;0;0
275029;''EMENDA RETA,12/20 kV,95-240mm²-GSCC004;BM01;BM11;PEÇ;PTF CENTRAL MRO / ITABORAÍ-RJ;20;0;0;0;0;0;ZMBT;FELC1102;DEP.REG. MT/BT;;0;0;0;0
275029;''EMENDA RETA,12/20 kV,95-240mm²-GSCC004;BMBV;BMBV;PEÇ;PTF ENEL / PADUA-RJ;3;0;0;0;0;0;ZMBT;FELC1102;DEP. PTF ENEL;;0;0;0;0
275029;''EMENDA RETA,12/20 kV,95-240mm²-GSCC004;BMTK;BMTK;PEÇ;PROGEN / TERESOPOLIS;2;0;0;0;0;0;ZMBT;FELC1102;PROGEN / TERESOP;;0;0;0;0
275029;''EMENDA RETA,12/20 kV,95-240mm²-GSCC004;BMTM;BMTM;PEÇ;PTF ENEL / ANGRA;11;0;0;0;0;0;ZMBT;FELC1102;DEP PTF ENEL/AN;;0;0;0;0
