?Codigo;Descricao;Unidade
400076;BLOQUEADOR SOLAR PARA PELE FPS 30;
400106;BLOQUEADO CINTAPOSTE CIRCLG AL 150MM;PEÇ
400291;RECIPIENTE 5LT PLASTICO 5000CM3;
400310;PLACA DE IDENTIFICAÇÃO;" ""NÃO OPERE HOMEN"
400370;MÓDULO RELÉ DO RELIGADOR NOJA;UN
470045;MODEM (3G)   TELEMEDIDA;CDA
470084;SUCATA MONIT REMOTO RAMAIS D14310.0;UN
480005;Boroscópico   Sonda de Fibra Ótica com m;CDA
480313;ANTENA DIRECIONAL 5W 2400 2500MHZ;
500107;REG TEN 1F 7 96KV 210A 167KVA FP;PEÇ
500151;RELIGADOR 630A 15 5KV 12 5KA 3F SUCATA;UN
500163;REGULADOR   7 62KV  167KVA  219A  1F REC;UN
500164;REGULADOR  7 62KV  250KVA  328A  1F REC;UN
500165;REGULA 7 62KV 167KVA 219A 1F À RECUPERAR;UN
500166;REGULA 7 62KV 250KVA 328A 1F À RECUPERAR;UN
500167;RELIGADOR 400A 15 5KV 8KA 3F À RECUPERAR;UN
500172;REGULADOR TENSAO 7 62KV 416KVA 546A 1F;UN
500173;REGULADOR 7 62KV 509KVA 668A 1F REC;UN
500175;REGULADOR 7 62KV 833KVA 1093A 1F REC;UN
500181;REGULADOR  TENSAO AUTOMATICO MONO SUCATA;PEÇ
500186;REG TEN 1F 7 96KV 300A 239KVA FP;PEÇ
500274;REGULADOR  TENSAO  MONOF 167KVA 79(SUC);
500276;REG TENSÃO 7 62KV 167KVA 219A 1F SUCATA;
510126;MED ELET AMOSTRAL 15 120A 120/120V 3E4F;CDA
510128;MED ELET AMOSTRAL 15 120A 120/120V 2E3F;CDA
510131;MED ELET AMOSTRAL 15 120A 120/120V 1E2F;CDA
510133;MED ELET AMOSTRAL 15 100A 120/127V 1E2F;CDA
510136;MED ELET AMOSTRAL 15 120A 120V/127 2E3F;CDA
510137;MED ELET AMOSTRAL 15 120A 120V/127 3E4F;CDA
510407;CHAVE DE AFERIÇÃO 600V 20A PM  2024 R3 U;PEÇ
510416;MODULO CONTROLE LEITURA   Vs 02;PEÇ
510422;TERMINAL LEITURA INDIV 120V RF LCD 5 6DG;PEÇ
510423;MEDIDOR ELECTRONI 3F ACT/REAC 30(200)A;PEÇ
510431;CONTATOR PRI A503000 ABB;UN
510441;VISUALIZADOR DISPLAY REMOTO;PEÇ
510446;MEDIDOR ELETR SAGA2000 E650 IND RF EXT;PEÇ
510451;REPETIDOR DE SINAL RF FASE II;UN
510452;MEDIDOR ELECTRONI 3F 30(200)A S/ DISPLAY;PEÇ
510455;MED ELET GD MONO 15 100A 120V 2H 1E 60HZ;UN
510456;MED ELET GD TRI 15 120A 120V 3E 4F  60HZ;UN
510457;CP SGP+MIII 120V 915MHZ GPRS NAC PD;UN
510458;CS SGP+MIII TRI 310  120V RF 7M1BIT PD;UN
510459;TERM LEIT 120V 1 05S/P+CASMHZSGPM360HZ;UN
510460;MEDIDOR ELETR POLIF E650 INDIRETO;UN
510461;MEDIDOR ELETR POLIF E650 DIRETO;UN
510462;MEDIDOR E13 MONOFASICO;UN
510463;MEDIDOR E13 BIFÁSICO;UN
510464;MEDIDOR E13 TRIFÁSICO;UN
510467;MEDIDOR SIMPLES SUCATA;KG
510481;MODULO DE MEDIDA MONOFASICO ELSTER;UN
510502;MEDIDOR ELETRON MULTIF 4F LCD 4F 2 3E;UN
510511;CONCENTRADOR SECUND TRIF 120V CS9701 REC;PEÇ
510514;CONCENTRADOR SECUND TRIF 120V (A REC);PEÇ
510546;MED ELETR  1F ACT15 100A 120V 2H 1E 60HZ;PEÇ
510556;UNIDAD PERIFERICA TELECONTROL SUCATA;PEÇ
510559;MEDIDOR POLIF ATIV /REATIV 0 5 S/DISPLAY;PEÇ
510570;MEDIDOR ELETR BIF MED DIR 15(120)A 120V;PEÇ
510571;MEDIDOR ELETR TRIF MED DIR 15(120)A 120V;PEÇ
510598;MEDIDOR TRIFASICO 120 240 V (2 5 10 A);UN
510599;MEDIDOR ELETRONICO TRIFASICO 2 5 10A;UN
510662;CJ CAIXA CPU CS SGP+MIII TRIF 120V PRO;UN
510663;CJ RADIO CS SGP+MIII   915MHZ;UN
510668;MEDIDOR ENERGIA KWH  POLF 3EL 4F 2;UN
510673;TERMINAL PERIFÉRICO TELECONTROLE TPT2020;UN
510685;CONJ MED POLIM 15KV 3EL 100/5A SUCATA;UN
510688;MED ELETR  1F ACT15 100A 120V   SUCATA;UN
510689;MED ELET GD TRI 15 120A 120V    SUCATA;UN
510690;MEDIDOR 3 FASES ELETROMEC. 4FIOS   SUCAT;UN
510692;MEDIDOR ELEC. 3F ACT/REAC30(200)A   SUC;UN
510693;MEDIDOR ELETR BIF MED DIR 15(120A)   SUC;UN
510694;MEDIDOR ELETR SAGA2000 E650 IND RF   SUC;UN
510695;MEDIDOR ELETR TRIF MED DIR 15(120)A   SU;UN
510696;MEDIDOR ELET TRIFASICO 2 5 10A SUC;UN
510697;MEDIDOR ENERGIA ATIVA TRIF 15   SUCATA;UN
510698;MEDIDOR TRIFASICO 120 240 V(2 5 10A) suc;UN
510699;MEDIDOR  KWH POLIF 3 ELEM 3 FA 4 FI   SU;UN
510700;MEDIDOR ELETR POLIF E650 DIR   SUCATA;UN
510701;MEDIDOR ELETR POLIF E650 IND   SUCATA;UN
510703;MEDIDOR;21CN
510705;CJT 3 ELEM.TRANSF .MED.MT 10A   R   SUC;CJT
510706;CJT 3 ELEM.TRANSF .MED.MT 15A   R   SUC;CJT
510707;CJT 3 ELEM.TRANSF .MED.MT 5 5A   R   SUC;CJT
510708;CJT 3 ELEM.TRANSF.MED.MT 15A   SUCATA;CJT
510709;CJT 3 ELEM.TRANSF.MED.MT 20A   SUCATA;CJT
510710;CJT 3ELEM.TRAN .MED.MT 150/200   SUCATA;CJT
510711;CJT 3ELEM.TRAN.MED.MT 200 600   SUCATA;CJT
510712;CJT3 ELEM.TRANS.MED.MT 50/100   SUCATA;CJT
510713;CONCENTRADOR SECUND TRIF 120V   SUCATA;UN
510721;CONTROLE RELIGADOR 127/220V SUCATA;UN
510735;CJT3 ELEM.TRANS.MED.MT 50/100   SUC;UN
510745;MED ELE BIF MED DIR 15(120)A 120V SUCATA;PEÇ
510746;MED ENERG ATIVA BIF 15 120A SEM M SUCATA;PEÇ
510747;MED ENERG ATIVA TRIF 15 120A SEM  SUCATA;PEÇ
510752;MED EL TRIF MED DIR 15(120)A 120V SUCATA;PEÇ
510757;CONJ TRANSFORM MEDIÇÃO MT PM1939  SUCATA;PEÇ
510758;CONCENTRADOR SECUND TRIF 120V SUCATA;PEÇ
510760;MED E13 BIFÁSICO SUCATA;UN
510761;MED E13 MONOFASICO SUCATA;UN
510762;MED E13 TRIFÁSICO SUCATA;UN
510764;CS SGP+MIII TRI 310  120V RF 7M1B SUCATA;UN
510766;CONCENTR;SECUNDARIO
510768;MEDIDOR  KWH POLIF 2 ELEM 3 FIOS SUCATA;UN
510769;MEDIDOR KWH MONO 1 ELEM 2FIOS   SUCATA;UN
510771;MED GD BIF 15 120A 120V 2E 4F  E EM 004;UN
510780;MED ELET GERDIST TRI 30 200A 120V 3E 4F;PEÇ
510782;MED EL. BRANC COMP 1E  2F 15 100A E EM02;PEÇ
510783;MED ELET BRANC 15 120A 120V 2E 3F E EM 0;PEÇ
510784;MED ELET BRANC 15 100A 120V 1E 2F E EM02;PEÇ
510789;MED ELET BRANC 15 120A 120V 3E 4F E EM04;PEÇ
510835;CONJ MED CXASIMPL 15KV 3EL 150 200/5A FP;CJT
510837;RGDAT A70 FAULT DETECTOR MV O TYPE 1;PEÇ
510852;Med. Eletr.15 120A 120V 3E 4F TB 199.59;PI
510853;PAINEL MEDICAO P/SE 8PTS SAGA1000/SL7000;PEÇ
510866;CONC PRIM S/MOD 120V CP9701 FASE 2 RECUP;PEÇ
510867;CONC PRIM S/MOD 120V CP9701 FASE2(A REC);PEÇ
510870;PRENSA CABO FIXELE 1;PEÇ
510883;FLASH TEST / HIPOT;
510903;Med. Eletr.15 120A 120V 3E 4F GD 199.59;PI
510905;Med. Eletr.15 120A 120V 3E 4F  199.59;PI
510906;Med. Eletr.30 200A 120V 3E 4F  Sem Displ;PI
510908;Med. Eletr.15 120A 120V 2E 3F TB 199.59;PI
510909;Med. Eletr.15 120A 120V 2E 3F GD 199.59;PI
510910;Med. Eletr.15 120A 120V 2E 3F  199.59;PI
510915;Med. Eletr.15 100A 120V 1E 2F GD 199.59;PI
510918;Med. Eletr.15 100A 120V 1E 2F  199.59;PI
510921;Med.Eletr.2 5/5  10/20A 120/240V 3E4F TB;PI
510927;Med Amos:2 5/5  10/20A 120/240V 3E/4F FO;CDA
510928;MED ELET AMOS: 30 200A 120/240V 3E 4F FO;CDA
510932;Display remoto med. gr A  PM Br 199.67.1;CDA
510936;SISTEMA  MED  EXTERN  BLIND  BT  199.60;CDA
510937;BLIND  TERMIN  SECUND  TRANSF CC 199.60;CDA
510938;Atenuadores   Antenas e repetidor   BT0;CDA
510975;Conj. Med BE 400A   GPRS PM Br 199.81;CDA
511139;TERMINAL LEITURA INDIVIDUAL 120V 15/100A;PEÇ
511198;MED ELETR SAGA2000 E650 DIR RF EX SUCATA;PEÇ
511208;CONCENTRPRIMARIO540X360X170MM  SUCATUN;
511224;MEDIDOR ELECTRONI 3F 30(200)A S/DSP  SUC;UN
520015;Inflador Portátil para Luvas Isolantes /;CDA
520018;ALICATE WATTIMETRO;CDA
520021;SEQUENCÍMETRO  FASÍMETRO PORTATIL 100 60;CDA
520022;AMPERÍMETRO DIGITAL FORK TESTER C/ ADAPT;CDA
520176;ANALISADOR  TENSAO  DIGITAL PORTATI;UN
520177;ANALISADOR  GRANDEZAS ELET  DIGITAL;UN
520219;MULTIMETRO  VOLT AMP OHM FREQ CAP T;
520391;PONTA PROVA  ALTA TENSÃO P/ MULT E E077;
520413;MALETA INSPEC TT 100 TESTE TRAFO 127V;
520420;SUC MED ELETR BR 100A 120V 1E 2F E EM04;UN
520421;SUC MED ELETR BR 100A 120V 3E 4F E EM04;UN
520431;SUC MED ELETR BR 120A 120V 2E 3F E EM0;UN
520432;SUCATA MED ELETR GD 1F 100A 120V 2H 1E;UN
520433;SUCATA MED ELET GERD TRI 200A 120V 3E 4F;UN
520435;SUCATA MEDIDOR ION 8600;UN
520437;SUCATA MEDIDOR SL 7000;UN
530073;CONJ MED CXDUPL 15KV 3EL 20/5A ET 89V02;CDA
530113;TC EXT 72 5KV 400/200/100 5 25 SUCATA;PI
530114;TC 72 5KV EXT300/400/600/800/1000 5A SUC;PI
530115;TP IND  EXT 36KV;NBI200KV
530116;TP 72 5KV 69000/R3 115 115/R3 A11  SUCAT;PI
530191;TC34 5KV 100/200x200x400A 5A 0 3 EXT SUC;PI
530192;TC 34 5KV 400/200 5/5A CLASSE0 3 EXT SUC;PI
530208;CONJ MED CXADUPLA 15KV 3EL 200/5A D19080;PI
530209;CONJ MED CXADUPLA 15KV 3EL 100/5A D19080;PI
530211;CONJ MED CXA DUPLA 15KV 3EL 50/5A D19080;PI
530213;CONJ MED CXA DUPLA 15KV 3EL 20/5A D19080;PI
530214;CONJ MED CXA DUPLA 15KV 3EL 15/5A D19080;PI
530215;CONJ MED CXA DUPLA 15KV 3EL 10/5A D19080;PI
530229;TC 145KV 2000/1000 5 5 5 5A SUC;PI
531340;TP 11 5KV/R3 115V 0 3P50 INT PMBR11401.0;UN
531388;SUPOR TRAFO POSTE CIRC 210MM TP1 D421.01;PEÇ
531389;SUPOR TRAFO POSTE CIRC 255MM TP1 D421.01;PEÇ
531391;TC 400 5A   0 6KV PM R 2021 I.3;PEÇ
531392;TC 10 5A 15KV I.4 PMA 111.02.2;PEÇ
531393;TC 20 5A 15KV I.6 PMA 111.02.2;PEÇ
531395;TC 200 5A   0 6KV PM R 2021 I.1;PEÇ
531398;TC 30 5A 15KV I.7 PMA 111.02.2;PEÇ
531400;TC 100 5A 15KV I.11 PMA 111.02.2;PEÇ
531404;TC 15 5A 15KV I.5 PMA 111.02.2;PEÇ
531405;TC 50 5A 15KV I.9 PMA 111.02.2;PEÇ
531408;TP 15KV EXT 13800/R3 115/115/R3 UN;PEÇ
531410;TC 300 5A 0 6KV PM R 2021 I.2;PEÇ
531412;TC 600 5A   0 6KV PM R 2021 I.4;PEÇ
531417;TP 145KV 138000/R3 115/115/R3 A12 ESE005;PEÇ
531418;TP 72 5KV 69000/R3 115 115/R3 A11 ESE005;PEÇ
531421;TC 500 5A  15KV I.15 PMA 111.02.2;PEÇ
531423;TC 40 5A 15KV I.8 PMA 111.02.2;PEÇ
531424;TP 11 9kV 115V 104:1 CL0 5 A9 ESE007;PEÇ
531431;TRAFO SECO 3F 300KVA 13800/220V D0088;PEÇ
531437;TC 400 5A 0 6 kV TP JANELA PM Br 110.01;PEÇ
531439;TP  11 4/13 5KV 230V EX D115.01.0 SUCATA;PEÇ
531448;CX BLIN BUCH BT TRAF TRI PM2213 I5 R.2;PEÇ
531460;TP 36KV 115 115:?3V EXT.  A14 E SE 007;UN
531461;TP 13 8KV/R3 115V 0 3P50 INT PMBR11401.0;UN
531507;TC 145KV 1200 5 5 5A A9 ESE005;UN
531511;TC 36KV A3 EXT 600/400/300/200/100 1 1A;UN
531557;TC 17 5kV 2000/1000/500 5 5A A5 ESE007;UN
531564;TC 145KV 2000/1000 5 5 5 5A A17 ESE005;UN
531565;TP 17 5KV USO EXTERNO TIPO GSCT004/1 FP;UN
531577;TP  11 4/13 5KV 230V EXT. D115.01.0;PEÇ
531580;SUPOR TRAFO POSTE CIRC.285MM D421.01  FP;UN
531581;SUPOR TRAFO POSTE CIRC 330MM TP1 D421.01;UN
531585;TRAFO DIST BIF RURAL 5KVA FORA PA SUCATA;PEÇ
531588;TC 138 145 KV 60 HZ 120:1 USO EXT SUCATA;UN
531589;TP 34 5 36 2 KV 60 HZ USO EXTERNO SUCATA;UN
531591;TC 17 5kV2000/1600/1200/8001A25kA sucata;UN
531592;TC 72 5kV 2x600/400/200 5A 25kA sucata;UN
531593;TC 72 5kV 200/300/400/600 5A 40kA sucata;UN
531598;TP EXT;C5
531599;TC JANELA TRPOT 69 400/../2000 5A D11001;UN
531603;TC 36KV 75/150 5A TIPO A17 E SE 007;PEÇ
531604;TC 36KV 50/100/200 5 5A A16 E SE 007;PEÇ
531740;CONJ MED CXA DUPLA 15KV 3EL 10/5A ET 89;PEÇ
531745;CONJ MED CXA DUPLA 15KV 3EL 200/5A ET 89;PEÇ
531747;CONJ MED CXA DUPLA 15KV 3EL 20/5A ET 89;PEÇ
531748;CONJ MED CXA DUPLA 15KV 3EL 500/5A ET 89;PEÇ
531933;TC 34 5 36 2 KV 60 HZ 40:1 USO EX SUCATA;UN
540142;DINAMOMETRO CIRCULAR 500KG SUBDIVISAO O5;UN
550096;DETECTOR DE GÁS SF6 IR LEAK S/N 06303;
580066;MODULO COMUNICACAO DISJ FUSESAVER 3AD8;UN
580092;MONITOR REMOTO DE RAMAL D143.10.0;UN
600028;ALÇA PREF ACO COBERTO 185MM2 35KV D7301;PEÇ
600029;ALÇA PREF ACO COBERTO 95MM2 25KV D730.14;PEÇ
600034;ALICATE COMPRESSAO HIDRAULICO CABOS10 50;UN
600035;"ALICATE CORTE DIAGONAL 150 MM (6"") 100UN";
600281;BROCA HEL PARALELA 8 MM(5/16 POL);UN
600361;CABO ALUMÍNIO COBERTO XLPE\HDPE 95MM² 35;M
600463;CARRINHO DE MAO CH 18 1 R PNEU C/CAMA;UN
600514;CHAVE  FENDA SIMPLES  HASTE RED NAO;UN
600529;"HAVE FENDA SIMP 4X150 MM  5/32X6""""""";UN
600541;CINTA AMARRACAO CARGA C/CATRAC 50MMX5 4T;UN
600782;ESCOVA  FIOS DE ACO LIMPEZA 280X 25;UN
600788;ESPAÇ LOSAN RC 34 5KV INST SOLO D53001;UN
600943;FURADEIRA DE IMPACTO SEM FIO 3 VELOC 0 3;UN
600962;GRADE POCO DE DRENAGEM REDE DE DIST SUB;UN
601072;LACO LAT DUPLO ACO CAA 266 8MM2 D730140;PEÇ
601079;"LAMINA SERRA MANUAL ACO 13 X 300 MM 18""";UN
601119;LIMA  CHATA MURÇA AÇO ESPECIAL DE A;UN
601120;LIMA MEIA CANA MURSA  6 POL;UN
601667;SERRA  CIRCULAR  ACO RAPIDO  COPO 5;UN
601668;SERRA CIRCULAR ACO RAPIDO 190MM FUR;UN
601764;"TALHADEIRA ACO 25 X 150MM (1 X 6"""") RET";UN
601822;TERMO HIGROMETRO DIG   30 A 70GRC;UN
602122;UNIDADE TERMINAL UP2020 LITE L8 EXT B;PEÇ
602137;VASSOURA  NYLON 380MM COM CABO;UN
620054;SELO SEMI BAR SEXT/CAD BRANCO 200 D19044;UN
620056;SELO SEMI BAR SEXT/CAD LARANJ 200 D19044;UN
620070;SELO SEMI BAR SEXT/CAD AZUL 200 D19044;UN
620098;CHAVE TIP CANHÃO FECH CX AÉREAS DQN 1969;PEÇ
620099;PARAF SEGUR P/CXA MED  17MM GPB D190.46;PEÇ
620100;PARAF FECH CX REDES AÉREAS DQN 1970 R1;PEÇ
620101;LUVA  P/PARAF.SEGURANÇA  DQN 1973 R2;PEÇ
620105;SELO SEMI BAR SEXT/CAD VERMELHO D19044;UN
640548;ELETROD RIG AÇO ZINC 150MM 641.01.0 I7;PEÇ
640612;ELETRODUTO PVC SOLD 20MM  DDT1740I1R7;PEÇ
640616;CURVA PVC RÍG. 50MM 180° CLASSE ADDT1760;PEÇ
640647;DUTO CORRUGADO PEAD 200MM D65120;M
640648;TAMPÃO ROSQ DUTO CORRUG 200MM D65120;PEÇ
640649;LUVA EMENDA P/DUTO CORRUG 200MM D65120;PEÇ
640650;CONECTOR TERM RT BI PN CB PN25 2CB 336 4;PEÇ
640789;ELETRODUTO  FLEXIVEL  FITAS DE ACO;M
640799;ELETRODUTO  FLEXIVEL  FITAS DE ACO;M
640859;CONECTOR  BOX  FIX TUBO FLEX A CAIX;UN
641136;ELETRODUTO FLEX ACO CARB PT 3;UN
720005;MAQUINA DE CINTAR FITA DE AÇO   FUSIMEC;CDA
720011;BOLSA FERRAMENTAS E EPI LONA VERDE;
720073;BASTAO MANOBRA FIB VID TDC 32X 1365MM;UN
730004;TALHA DE CATRACA 750;CDA
730073;TALHA MANUAL COM CORRENTE 750KGF C/ALAVA;CJT
730086;BOLSA PARA PROTEÇÃO DE OCULOS;UN
750001;CALÇO RODA VIAT GR/MED.PORTE ET OEM 1409;CDA
760006;MOTOSSERRA HIDRAULICA 2 ESTÁG. NTE G 008;CDA
760009;MARTELO PONTA E PÁ 50MM 320 MM ET HS 188;CDA
760029;MARTELO TIPO BOLA 28 OZ 350 MM ET HS 188;CDA
760043;MARRETA  5 0KG  800 MM  9 0 kN ET HS 188;CDA
760049;MARRETA  1 0KG  260 MM  5 2 kN ET HS 188;CDA
760050;MARRETA  0 5KG  260 MM  3 5 kN ET HS 188;CXT
760051;CHAVE FENDA ISOLADA  6 5X150MM ET HS 188;CDA
760053;CHAVE FENDA ISOLADA  5 0X100MM ET HS 188;CDA
760057;CHAVE DE BOCA AJUSTÁVEL 310 MM ET HS 188;CDA
760058;CHAVE DE BOCA AJUSTÁVEL 205 MM ET HS 188;CDA
760075;ALICATE BOMBA DAGUA 250MM MOD1 ET HS 188;CDA
760093;ALICATE BICO CHATO CURTO 140MM ET HS 188;CDA
760153;CABECOTE VARA MANOBRA;ABRIR CHAVES
760155;CHAVE REGULAGEM(AJUST/INGL);10POL
760171;BASTAO TIRA PIPA LINHA VIVA 300MM C/ENCA;UN
760173;ESCADA  EXTENSIVEL FIBRA DE VIDRO 4;UN
760176;ESCADA  EXTENSIVEL FIBRA DE VIDRO 5;UN
760177;ESCADA  SINGELA FIBRA DE VIDRO 3.50;UN
760188;"CHAVE CATRACA 24"" ISOLADA";UN
760199;CHAVE MAG SEG P/ CX MED GPB 150MM D19045;PEÇ
760201;CHAVE SEG;CAB LOB
760221;CHAVE  CANHAO  SEXTAVADO 11 MM HAST;UN
760222;ENXADA ACO CARBONO 185X305MM 2.1/2;UN
760225;BASTAO  MANOBRA ISOLANTE PEGA TUDO ;UN
760227;CAVADEIRA BOCA ARTICULAVEL 135X275M;UN
760228;FERRAMENTA  LOADBUSTER  14.4/25KV 6;UN
760234;VARA MANOBRA TELESCOPICA 7 ELEM ET HS 73;UN
760235;VARA TELESCOPICA 7 ELEMENTOS HSE 19 128;UN
760237;FERRAMENTA  LOADBUSTER  25/34.5KV 6;UN
760239;DETECTOR TENSAO APROXIMA C/BAT 1 138KV;UN
760243;ALICATE  BICO MEIA CANA  140MM ET HS 188;CDA
760248;ALICATE UNIV ISOL  200MM 1.4kN ET HS 188;CDA
760258;CHAVE CANHÃO DE 10MM ISOLADA  CHAVE CANH;CDA
760260;PONTEIRO  EM AÇO SEXTAVADO DIÂMETRO DE 1;CDA
760261;ESTICADOR DE CABO ALUMÍNIO CA OU CAA.4 A;CDA
760262;ESTICADOR DE CABO CU.AL   CAA 3/0. 336 4;CDA
760264;ESTICADOR FIO DE COBRE 6 A 1/0 AWG  DIÂM;CDA
760267;Conjunto de Matrizes para Alicate Hidráu;MM
760270;Kit estaiamento isolado para escada isol;CDA
760271;Kit tripe estabilizador para poste (Trip;CDA
760273;Kit estaiamento isolado para poste;CDA
760278;MAT OMBR NSM 22 1493 INBR   Calço para S;CDA
760279;MAT OMBR NOM 22 1544 EDBR   Talha com ti;CDA
760280;MAT OMBR NOM 22 1544 EDBR   Roldana para;CDA
760281;MAT OMBR NOM 22 1544 EDBR   Enxadão   ca;CDA
760282;MAT OMBR NOM 22 1544 EDBR   CHAVE COMBIN;CDA
760283;MAT OMBR NOM 22 1544 EDBR   Foice   cabo;CDA
760285;Alicate Corta Cabo de Aço   Selos   com;CDA
760286;NIVELADOR DE ESCADAS;CDA
760288;MAT OMBR NOM 22 1544 EDBR   BASTÃO PODAD;CDA
760290;MAT OMBR NOM 22 1544 EDBR   Bolsa de Lon;CDA
760291;MAT OMBR NOM 22 1544 EDBR   BASTÃO AUXIL;CDA
760292;BOMBA RECALQUE 3F 220 60Hz SUBT D190.65;CDA
760294;Capa para Cone para rota de fuga;CDA
760296;"CAVADEIRA RETA ""TIPO VANAGA""   MAT OMBR ";CDA
760300;Parafusadeira de impacto a bateria de 18;CDA
760303;Tesoura Condutor Energizado A Distância;CDA
760304;Tesoura   com catraca  isolação 1kV   MA;CDA
760306;CHAVE ESTRELA UMA BOCA VDE1000V 13X190MM;UN
760307;CHAVE ESTRELA UMA BOCA VDE1000V 14X210MM;UN
760308;CHAVE ESTRELA UMA BOCA VDE1000V 17X220MM;UN
760309;CHAVE ESTRELA UMA BOCA VDE1000V 19X240MM;UN
760310;ALICATE BOMBA DAGUA ACO CROMO VANDIUM IS;UN
760316;CHAVE PHIL ISOL Nº 1  4.7X150 MM 3/16X6;UN
760317;CHAVE FENDA N/ISOL  4.7X150MM 3/16 X 6;UN
760320;FACA DESENCAPADORA DE CABOS/FIOS ISOL 10;UN
760323;TRENA FIBRA DE VIDRO MANIVELA ESTOJO 50M;UN
760326;CHAVE COMB BOCAS FIXA ESTRELA ANG 18MM;
760330;BYPASS CHAVE FUSIV 13.8KV 100A NTC 78R1;
760332;BASTAO MANOBRA ISOLANTE FIBRA DE VIDRO 2;UN
760333;ARCO  SERRA  PARA SERRA METAIS MANU;
760336;CHAVE  BOCA AJUST (INGLESA)   8 POL;
760337;CHAVE  BOCA AJUST (INGLESA)  12 POL;
760346;MARTELO  ACO  CABECA BOLEADA  250 G;
760347;CHAVE  COMBINADA  BOCAS FIXA ESTREL;
760351;CHAVE  COMBINADA  BOCAS FIXA ESTREL;
760353;CHAVE  CATRACA REVERSIVEL  ISOLADO;
760354;ALICATE  ELETRICISTA  200 MM (8 POL;
760357;CABECOTE UNIV P/MANOBRA INTER HSE 19 128;UN
760361;FORMAO GOIVA 16MM     5/8 POL;
760365;ALICATE  BOMBA DAGUA  ACO CROMO VAN;
760369;CHAVE  FENDA CRUZ  PH (PHILIPS) HAS;
760371;ALICATE  COMPRESSAO  HIDRAULICO CAB;
760373;VARA MANOBRA SECCION FIBRA VIDRO 5 ELEM;CJT
760376;FERRAMENTA  APLICAR CONECTOR CUNHA;CJT
760381;TESOURAO  CORTAR VERGALHOES  750MM;
760383;Suporte para içamento de transformador  ;CDA
760385;SOQUETE DE TERRA  MANUAL  COM CABO DE MA;CDA
760386;Serra de Poda Tipo japonês   MAT OMBR NO;CDA
760390;PÁ DE BICO   CABO DE MADEIRA  CONJUNTO  ;CDA
760393;Martelo Ponta Pá   MAT OMBR NOM 22 1544 ;CDA
760395;Martelete Rompedor Elétrico com cabo   M;CDA
760397;Machado  Médio  Aço   MAT OMBR NOM 22 15;CDA
760398;Jogo de Chave  Sextavado   MAT OMBR NOM ;CDA
760399;Kit Tira Pipa   MAT OMBR NOM 22 1544 EDB;CDA
760402;Gancho com Dupla Trava para Içamento de;CDA
760404;Faca Lâmina Curva e Reta com a Lâmina Is;CDA
760410;Desencapador de Condutores   MAT OMBR NO;CDA
760412;Compactador de Solo   Hidráulico   MAT O;CDA
760413;Matriz para Alicate Hidráulico de Coompr;CDA
760414;Matriz para Alicate Hidr. de Coompr Y35;CDA
760415;MATRIZ Y35 TIPO 29 RT – APLICAÇÃO 120MM²;CDA
760416;MATRIZ Y35 TP261–APLI 556 5MCM OU 330MM²;CDA
760417;MATRIZ Y35 TIPO – 249 – APLICAÇÃO 4/0;CDA
760418;MATRIZ Y35 TIPO245–APLIC 2/0 CA   CAA;CDA
760419;MATRIZ Y35 TIPO243 APLIC 1/0 CA   CAA;CDA
760420;MATRIZ Y35 TIPO – 242 – APLICAÇÃO 2/0AWG;CDA
760421;MATRIZ Y35 TIPO – 237 – APLICAÇÃO 4/0AWG;CDA
760422;MATRIZ Y35 TIPO – 236 – APLICAÇÃO 4AWG;CDA
760423;MATRIZ Y35 TIPO – 168 – APLICAÇÃO 4/0;CDA
760424;MATRIZ Y35 TIPO – 166 – APLICAÇÃO 70MM²;CDA
760425;MATRIZ Y35 TIPO – 165 – APLICAÇÃO 50MM²;CDA
760440;Chave Soquete Allen 5mm;CDA
760455;ESCADA  TIPO OBLONGO 15KV  FIBRA  43D; C
760464;ESCADA EXT. PERFIL U FIBRA 35D ET OMBR 1;CDA
760468;ESCADA EXT. PERFIL U FIBRA 26D ET OMBR 1;CDA
760473;ADAPTADOR PARA VARA DE MANOBRA  HDF100 A;CDA
760477;"SERRA COPO 1"" COM SUPORTE PARA FURADEIRA";CDA
760478;ROLDANA PARA LANÇAMENTO DE CABO MULTPLEX;CDA
760482;MOITÃO TRIPLO ISOLADO PARA LINHA VIVA;CDA
760484;LONA  3000X3000MM;CDA
760488;LUPA DE AUMENTO COM CABO;CDA
760489;ALICATE CORTE FRONTAL DE 6 POL. ISOLADO;CDA
760490;GARRAFA TÉRMICA 12 LTS;CDA
760492;ESCADA  TIPO SINGELA FIBRA DE VIDRO; NÚM
760494;CHAVE DE BOCA AJUSTAVEL ISOLADA 250MM (I;CDA
760496;CHAVE CANHÃO ISOLADA 13MM  CHAVE CANHÃO;CDA
760497;CHAVE POSIDRIVE ISOLADA;CDA
760499;Suporte temporário para condutor 15kV;CDA
760500;Moitão duplo sem isolação;CDA
760502;KIT MOTOSERRA ELÉTRICA 18V PORTÁTIL sabr;CDA
760504;Moto poda a combustão;CDA
760505;"TARRAXA 3/4""";CDA
760506;"TARRAXA 2""";CDA
760507;CHAVE MESTRA PARA BITS;CDA
760508;CHAVE DE CONEXÃO/BICONCÊNTRICO;CDA
760510;TESOURA CORTAR COND DESERNEGIZ 556 4MCM;CDA
760512;TESOURA P/CORTAR PARAF TAM 1 24POL;CDA
